iter	MultiClass
287	0.9667663865
288	0.9655993673
289	0.9640183193
290	0.9631810094
291	0.9603828759
292	0.9579973496
293	0.9573812564
294	0.9554792922
295	0.9546869744
296	0.9533547176
297	0.9522821998
298	0.9514178922
299	0.950107237
300	0.9480263853
301	0.9466891938
302	0.9454517293
303	0.9436401627
304	0.9427231408
305	0.9406203015
306	0.9395095575
307	0.9390974746
308	0.9380972146
309	0.9370166729
310	0.9353791382
311	0.9344743268
312	0.9336173509
313	0.9321718155
314	0.9314040345
315	0.9303556676
316	0.9287592984
317	0.9273531171
318	0.92680978
319	0.924800795
320	0.9235124684
321	0.9222936264
322	0.9209356976
323	0.918791438
324	0.9171583935
325	0.9159826379
326	0.914981843
327	0.9131724019
328	0.9119762587
329	0.9111105612
330	0.9107326497
331	0.9093103659
332	0.9077369473
333	0.9059459645
334	0.905331631
335	0.903458211
336	0.9028138813
337	0.9013766242
338	0.9003256301
339	0.8995878159
340	0.8984292633
341	0.896863086
342	0.8959830597
343	0.8944765473
344	0.8932021942
345	0.8920686217
346	0.8903338301
347	0.8897680578
348	0.8877381765
349	0.8858358862
350	0.8843410766
351	0.8838151097
352	0.8825100643
353	0.8815100948
354	0.8797435571
355	0.8791564777
356	0.8786835668
357	0.8761461042
358	0.8753461817
359	0.8738578542
360	0.8732444631
361	0.8712550265
362	0.8697403275
363	0.8687800433
364	0.86762284
365	0.8663093219
366	0.8653156807
367	0.8640358081
368	0.8633185639
369	0.8619416023
370	0.8605413002
371	0.8590697539
372	0.857851748
373	0.8564905672
374	0.8553942773
375	0.8542003815
376	0.8526337779
377	0.8515645699
378	0.8509013552
379	0.8500563757
380	0.849860208
381	0.8487056687
382	0.8481012081
383	0.8470454219
384	0.8462379301
385	0.8453821511
386	0.8445308544
387	0.8434071497
388	0.8430656982
389	0.841595459
390	0.8399775271
391	0.8390465714
392	0.8376755807
393	0.8369327485
394	0.8358408326
395	0.8355289509
396	0.8346192219
397	0.8339937505
398	0.8335829917
399	0.8329486584
400	0.8319426878
401	0.8307557371
402	0.8298049861
403	0.828570148
404	0.8272077743
405	0.8258432065
406	0.8249414566
407	0.8244347978
408	0.8239071542
409	0.8224867322
410	0.8217242988
411	0.8212034133
412	0.8205059039
413	0.8198496972
414	0.8190354713
415	0.8179921827
416	0.8172214197
417	0.8163776036
418	0.8153374715
419	0.8148224976
420	0.8134845142
421	0.8122359253
422	0.8105301496
423	0.8092958093
424	0.8077823742
425	0.8055988728
426	0.8051474734
427	0.8038387951
428	0.8028715726
429	0.801710607
430	0.8012628511
431	0.8002557894
432	0.7981956363
433	0.7968447349
434	0.7957187001
435	0.7950770004
436	0.7942717579
437	0.793364245
438	0.7927814956
439	0.7923057216
440	0.791063385
441	0.789903672
442	0.7892025958
443	0.7884495636
444	0.7869643452
445	0.7857458734
446	0.7842557675
447	0.7835457418
448	0.781932412
449	0.7810618036
450	0.7803183746
451	0.7792067925
452	0.7782116814
453	0.7769145727
454	0.7753036736
455	0.7746272991
456	0.7733004789
457	0.7718384735
458	0.7706426592
459	0.7695627117
460	0.7689367357
461	0.768448066
462	0.7676534707
463	0.7670620553
464	0.7662194081
465	0.7653204241
466	0.764309806
467	0.7629935277
468	0.7621905026
469	0.7608971808
470	0.7590388318
471	0.7579183991
472	0.7569300082
473	0.7555468355
474	0.7550109363
475	0.7539994002
476	0.7533046774
477	0.75254093
478	0.7516291934
479	0.7499680514
480	0.7495522109
481	0.7486032192
482	0.7473036234
483	0.7463178779
484	0.7456708011
485	0.7450889137
486	0.7435494817
487	0.742533787
488	0.7417119105
489	0.7406873738
490	0.7395974785
491	0.7389727271
492	0.7382002213
493	0.7373331724
494	0.7364320422
495	0.7356957696
496	0.7351306635
497	0.733943156
498	0.7327623341
499	0.7315248419
500	0.7304788314
501	0.7299501959
502	0.7290654474
503	0.7285116182
504	0.7276017642
505	0.7268590208
506	0.7251742896
507	0.7246632615
508	0.7236884436
509	0.7228482551
510	0.7222535564
511	0.7209711845
512	0.7202195144
513	0.7195021815
514	0.7189599762
515	0.717512245
516	0.7165080314
517	0.7156267959
518	0.7152460371
519	0.7145736912
520	0.7134659741
521	0.7131001741
522	0.7118209609
523	0.7108434705
524	0.7103229386
525	0.7092249617
526	0.7084765129
527	0.707897364
528	0.7069598031
529	0.7063058582
530	0.7059644598
531	0.7054761166
532	0.704831474
533	0.7040855749
534	0.7033699994
535	0.7024055677
536	0.7007637112
537	0.6999937082
538	0.6993897697
539	0.6989085126
540	0.6983787964
541	0.697595549
542	0.6965305144
543	0.696005512
544	0.6952165719
545	0.6944470002
546	0.6937051954
547	0.693270208
548	0.6925999664
549	0.6919079904
550	0.6908797741
551	0.6905100117
552	0.6891423841
553	0.6887005265
554	0.6880901377
555	0.6873873587
556	0.6862049834
557	0.684660852
558	0.6840060298
559	0.6833825953
560	0.6823262948
561	0.6815835169
562	0.6807781401
563	0.6796473739
564	0.6788188958
565	0.6774931623
566	0.6765348467
567	0.6756815816
568	0.6752284445
569	0.6747339186
570	0.6738747272
571	0.6734360011
572	0.6729464039
573	0.6721068107
574	0.6717819789
575	0.6709831087
576	0.6706761848
577	0.6691658159
578	0.6683345235
579	0.6671536527
580	0.6659374944
581	0.6644482191
582	0.6639720018
583	0.6628290685
584	0.6619444958
585	0.6612986174
586	0.6604351045
587	0.6595958001
588	0.6583577038
589	0.6575386747
590	0.6567774286
591	0.6560023177
592	0.6554118895
593	0.6551029632
594	0.654309457
595	0.6529587212
596	0.6515989267
597	0.650638314
598	0.6499601645
599	0.6491850665
600	0.648824957
601	0.6483720041
602	0.647753655
603	0.647192934
604	0.6461204791
605	0.6456408492
606	0.6449532452
607	0.6441390588
608	0.6435271289
609	0.6425950611
610	0.6417717008
611	0.6406253809
612	0.6397965589
613	0.6390485364
614	0.6382231039
615	0.6375482394
616	0.6369693097
617	0.6358702973
618	0.6354064793
619	0.6349438868
620	0.6344035363
621	0.6340713262
622	0.6330504313
623	0.6324140457
624	0.6314156303
625	0.6301786684
626	0.6285284085
627	0.6270084774
628	0.6266116789
629	0.6261967575
630	0.6253566334
631	0.6239407296
632	0.6231026721
633	0.6226287912
634	0.6221357258
635	0.6213301308
636	0.620527987
637	0.6199266937
638	0.618711336
639	0.6176094527
640	0.6170372788
641	0.6168028548
642	0.6162680698
643	0.6157090213
644	0.6149772805
645	0.6140243063
646	0.6136420406
647	0.6130580273
648	0.6124654556
649	0.6121706503
650	0.6118874075
651	0.6114880384
652	0.6108717221
653	0.6105393631
654	0.6095626711
655	0.6087858011
656	0.6081547253
657	0.6077661509
658	0.6069801621
659	0.6067345218
660	0.6063968828
661	0.6054965399
662	0.6047305927
663	0.603886806
664	0.6029923456
665	0.6024664218
666	0.6017243197
667	0.601085673
668	0.6008368656
669	0.6003746089
670	0.6002289974
671	0.599619518
672	0.5988558496
673	0.5981481396
674	0.5975604826
675	0.5969312627
676	0.5961359792
677	0.5958152538
678	0.5950575966
679	0.59470566
680	0.5939944166
681	0.5930067441
682	0.5924716921
683	0.5915170466
684	0.590818685
685	0.5898418778
686	0.5892195007
687	0.5890021681
688	0.5883305979
689	0.5874205048
690	0.5863512508
691	0.5856402117
692	0.585021437
693	0.5841107206
694	0.5831946714
695	0.5822455331
696	0.5818538695
697	0.5812981668
698	0.5807953118
699	0.5803089932
700	0.5795597148
701	0.578237636
702	0.5775903836
703	0.5770283093
704	0.5764331255
705	0.5757284107
706	0.5749601923
707	0.5742679748
708	0.5736907611
709	0.5734670412
710	0.5730593905
711	0.5725808231
712	0.5722653148
713	0.5717500098
714	0.570705698
715	0.5701638348
716	0.5694181742
717	0.5688147302
718	0.5685086961
719	0.5674861064
720	0.5667555805
721	0.5660529114
722	0.5653176667
723	0.5646866481
724	0.564518657
725	0.563885053
726	0.5630139996
727	0.5624992034
728	0.5617693736
729	0.5610315876
730	0.5602526198
731	0.5595066265
732	0.558843191
733	0.5582218298
734	0.5577818241
735	0.5573827314
736	0.5568254108
737	0.5559719527
738	0.5553841296
739	0.5548809045
740	0.5543759945
741	0.5537461337
742	0.5532522497
743	0.5526297782
744	0.5523813596
745	0.5519930173
746	0.5514251588
747	0.5507425545
748	0.5500813276
749	0.5498775786
750	0.5494236134
751	0.5482652359
752	0.5477748236
753	0.5471561272
754	0.5467093468
755	0.546458661
756	0.5460940418
757	0.5454303278
758	0.5452089837
759	0.5445560294
760	0.5438497781
761	0.5435078248
762	0.5431751183
763	0.5422455184
764	0.5419447203
765	0.5413962608
766	0.5405575484
767	0.5401009179
768	0.5395801974
769	0.5388203205
770	0.5385338734
771	0.5382048593
772	0.5376773014
773	0.5374114578
774	0.5361560794
775	0.5358621481
776	0.5349196743
777	0.5342287096
778	0.5334565381
779	0.5327279079
780	0.5318104211
781	0.5312373964
782	0.5308860867
783	0.5305860817
784	0.5302555478
785	0.5294899871
786	0.5288006309
787	0.5278762421
788	0.5272283172
789	0.5264147915
790	0.5254346968
791	0.5246405392
792	0.5239820585
793	0.5236181992
794	0.5228440191
795	0.5223220284
796	0.5219412153
797	0.5215247138
798	0.5209408211
799	0.5205215831
